"id","loss"
4,1491.58376112592
6,1934.38096536816
9,9025.55306392468
12,5373.0482076351
15,902.972125529137
17,2234.60106312467
21,1894.19378571438
28,969.540560416551
32,2323.26614487114
43,3271.39639773891
46,2401.29705154495
50,862.917272093015
54,1265.44051932783
62,1915.29119378598
70,2316.99021224935
71,4353.00927170783
75,2460.76812029351
77,2150.76750258042
81,2521.86391953102
83,2476.72541248562
87,2040.13071476047
97,2067.51376059607
103,1169.82447313851
119,1180.45191981387
120,1734.60530123616
127,1000.71634216808
138,4210.36828842344
141,2717.47071877156
148,973.785981322424
150,2522.62481100248
151,2428.07515221069
158,1562.56100622231
160,5275.81243537145
165,2287.90638303398
168,3596.47493500515
169,3554.63941921784
177,2598.25314798814
178,3676.46741672582
184,1995.94329240142
194,7988.17615511896
198,1676.242800032
203,3724.79323604083
211,2639.91205721212
217,1181.04453506681
219,1392.23398986118
221,3858.04946355236
227,1797.92364046122
230,1406.04375585393
235,2039.11539727511
240,738.892659923064
243,2747.96603375082
249,6036.36858063998
253,2959.05792817375
258,1410.75513995776
261,1690.73566383233
263,3746.2895638794
264,2708.41667626035
265,4260.67601233374
268,1550.40150932223
271,1217.10695611438
274,4786.50362653316
275,691.414778800876
279,1674.323918738
282,1438.75153489435
286,3146.09389132513
288,1392.98795732092
294,2567.51257716904
296,1108.37929765963
297,1599.60507391928
300,853.149989407042
303,8760.36326095798
314,1188.1891205956
315,4876.79692903836
321,2464.63117393933
323,3791.38393760019
330,3605.75473220588
341,1885.01826162231
342,3625.65456053901
352,1722.14433728884
353,3703.77845886391
360,4293.55398466485
361,2146.97274284996
362,3745.21877374543
366,1224.6850517285
372,3773.19256732597
376,2948.73526074537
377,2290.67719543317
379,1590.50539042837
380,4002.5056370514
387,1855.54230180673
392,2100.99846308885
394,9887.75027242569
395,1501.51173932472
397,1400.74798865805
407,5932.26434580773
411,6890.68490519771
416,2551.99604806961
417,1603.33414452175
419,3294.59130248436
428,5235.85495150429
431,1721.01721651299
436,8318.02093675922
438,1188.02039425838
445,6260.389241375
446,7236.60447077834
455,1381.33078185083
456,1200.32127037253
461,922.972934633292
463,1754.10937380992
464,3495.74533587555
466,1597.27733487304
467,1397.01827069266
470,1091.87011192598
475,1352.01971628625
482,2794.78617965604
490,3092.39226173164
496,2034.40368064238
497,4048.97309809893
508,2856.69661473041
510,1674.71000506354
512,1560.72215384216
513,3214.05823902204
523,1762.70170266601
531,4714.38943343447
532,2637.62036775381
533,1305.24014878468
537,1118.60108240882
544,4348.976100227
547,3102.62447250593
556,7699.53252090146
565,1290.21007585752
566,1318.0562655803
571,1431.46190836655
573,1496.41841673355
574,822.13730608214
581,1980.36598865343
585,2399.4712116413
589,2089.18603730402
597,1726.0908493153
601,3510.493041723
602,1629.20694472619
613,1777.49477707434
616,1529.97178133617
619,1956.10520405129
622,2251.64523543207
623,1975.4188795943
629,1523.55612923037
634,1487.61177961321
638,892.449638698891
642,1086.81161199335
643,2248.28653448144
645,1048.38481788954
648,5797.32646830953
652,1373.48650585521
664,1062.69102537308
666,2419.07198574345
672,850.160514289508
676,1951.04733301726
678,4316.98057386353
682,1614.86990976786
686,3049.43622812462
688,2129.11565484377
689,1213.95701709563
690,1577.05252659493
692,8722.04174171498
695,1640.14139175366
697,3745.9866597547
698,2252.58529292065
706,2247.06783242475
708,1522.16396972813
712,2981.1795146912
715,4447.15637029982
717,1198.56452136359
725,3295.04994290985
729,1199.97469765721
737,1392.2061317577
739,4439.74053400284
747,3832.19555266703
753,2440.88163133227
758,2442.6100322164
759,2176.90065271075
763,1713.62844888284
773,4623.87100749787
774,1790.77296747267
776,1406.02951618576
788,3687.17984239318
790,2481.69022006501
794,1036.21927561301
801,2990.27659230135
802,1412.3858707188
805,1189.82660550487
809,4773.43844507824
812,1643.88547899015
825,2565.61057313528
828,2090.52893987618
830,1203.08627013761
833,1267.63351791384
850,5265.01977213767
852,5649.10323050299
862,1473.97055233422
863,1426.03754909096
864,1340.27730377554
865,3242.89675112038
868,5783.96427936405
872,1297.80130275167
879,4419.07268139375
880,1524.15871317614
883,1441.15541932102
886,1497.13131046975
923,1823.08676506237
924,1567.43679507896
932,1402.02627054562
945,6566.52339534942
947,5783.1765770594
948,1998.77355683602
955,3223.72679063376
963,4381.08158188801
979,1362.63366195875
989,1438.14699681403
994,2881.85808108398
995,1703.41681556932
998,1774.03100750219
1000,3519.56480348786
1018,1706.45350071688
1019,1928.02581287604
1028,1680.57098423769
1034,1228.33106965495
1038,1459.64629964677
1040,1458.28170511785
1042,1265.86505327343
1057,6357.50091459067
1058,2174.84959698961
1063,1181.79885264266
1066,3944.59663083747
1071,3938.40535740955
1073,3353.06062044315
1074,2553.34496117639
1077,2676.97090429082
1080,10446.1642373392
1088,964.513114546619
1096,844.020907235892
1097,10333.9543718838
1105,5919.23309993719
1115,1902.88964322977
1116,2609.95087845252
